"ID;""En matière d'Internet"," vous vous considérez comme un utilisateur…"";""Quel(s) type(s) de sites visitez-vous couramment ?"";""Considérez-vous que cette adresse soit votre adresse email principale ?"";""A quelle fréquence consultez-vous votre boîte email ?"";""D’une manière générale", combien d’emails publicitaires, newsletters, alerting, ou autres," recevez-vous à cette adresse ?"";""Quelle image avez-vous de projet-one ?"";""A quelle fréquence profitez-vous des offres via le site project-one ?"";""Vous diriez que vous ouvrez les communications email de projet-one :"";""Comment jugez-vous l’impact des communications email sur l’image que vous avez de Projet-one ?"";""Les communications email de Projet-one vous incitent-elles à aller sur le site :"";""Quelles sont les raisons principales qui vous ont incité à recevoir les communications email de Projet-one ?"";""De manière générale"," quel est votre niveau de satisfaction concernant les communications email de Projet-one ?"";""Que pensez-vous de la longueur des communications email de Porjet-one ?"";""Par rapport à aujourd’hui"," vous souhaiteriez recevoir des communications email de Projet-one…"";""Avez-vous rencontré récemment un ou plusieurs des obstacles suivants vis-à-vis des communications email de Projet-one ?"";""Pensez-vous continuer à consulter les communications email de Projet-one à l’avenir ?"";""Vous êtes ?"";""Vous vivez…"";""Vous habitez…"";""Quel âge avez-vous ?"";""Quelle est votre profession ?""",,
154;Initié(e);Site marchand (e-commerce)|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par jour;Assez bonne;Moins souvent;De temps en temps;Assez important;Aussi souvent;Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Chez vos parents;18-24;Employé,,,,,,,
155;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Régulièrement;Assez important;Plus souvent;Recevoir des actualités|Avoir accès aux conseils d’un expert|Recevoir des petites annonces;9;De la bonne longueur;Un peu plus fréquemment;Le manque de temps;Oui, sûrement;Homme;Province;Seul(e) sans enfant;45-54;Profession Intermédiaire, contremaître, agent de maîtrise,,,,,
158;Confirmé(e);Site marchand (e-commerce)|Informatique|Presse, Actualité;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Systématiquement;Assez important;Plus souvent;Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;6;De la bonne longueur;A la même fréquence;Les images sont bloquées|L’email est classé automatiquement comme spam.;Oui, sûrement;Homme;Province;En couple avec enfant(s);55-64;Ouvrier,,,,,
159;Expert(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Sport;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par semaine mais moins de 1 par jours;Assez bonne;Moins souvent;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Recevoir des adresses près de chez moi, des idées de sorties;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) sans enfant;18-24;Etudiant,,,,,,
160;Initié(e);Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;6;De la bonne longueur;A la même fréquence;Le manque de temps|Certains liens ne fonctionnent pas;Oui, sans doute;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,,,
163;Confirmé(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par semaine;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;Plus souvent;Recevoir des actualités|Recevoir des adresses près de chez moi, des idées de sorties|Avoir accès aux conseils d’un expert;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;Seul(e) avec enfant(s);35-44;Profession Intermédiaire, contremaître, agent de maîtrise,,
164;Débutant(e);Jeux, Loisirs|Presse, Actualité|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Systématiquement;Assez important;Plus souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);55-64;Employé,,,,,
169;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences|Sport;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Plus d’une fois par semaine;Systématiquement;Assez important;Aussi souvent;Etre informé sur les produits/marques|Simplement par curiosité|Recevoir des petites annonces;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple sans enfant;35-44;Employé,,,,
172;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;18-24;Employé,,,
176;Débutant(e);Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Simplement par curiosité|Avoir accès aux conseils d’un expert;8;De la bonne longueur;A la même fréquence;Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sûrement;Femme;Province;En couple avec enfant(s);45-54;Sans activité professionnelle,,,,,,
178;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Plus d’une fois par semaine;Régulièrement;Assez important;Aussi souvent;Bénéficier d'offres promotionnelles|Simplement par curiosité|Avoir accès aux conseils d’un expert;7;Un peu trop courte;Beaucoup plus fréquemment;Les liens sont trop lents|Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sûrement;Femme;Paris ou région parisienne;En couple avec enfant(s);55-64;Retraité,,,,,,
179;Confirmé(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Peu important;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Simplement par curiosité;6;Beaucoup trop longue;Un peu moins fréquemment;Le manque de temps|La mise en forme ne s’affiche pas correctement;Oui, sans doute;Femme;Province;En couple sans enfant;55-64;Employé,,,,,,
180;Confirmé(e);Site marchand (e-commerce)|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;De temps en temps;Peu important;Moins souvent;Recevoir des actualités|Simplement par curiosité|Avoir accès aux conseils d’un expert;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;Chez vos parents;18-24;Etudiant,,,,,,
181;Initié(e);Documents de référence (dictionnaire, archive…)|Presse, Actualité|Réseaux sociaux;Oui, mais j’ai d’autres adresses email;Une fois par jour;Environ 1 par jour;Assez bonne;Jamais;De temps en temps;Peu important;Moins souvent;Simplement par curiosité;6;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) avec enfant(s);25-34;Employé,,,,,,
182;Expert(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Informatique|Jeux, Loisirs;Non, c’est une adresse secondaire;Une fois par jour;Plusieurs par jour;Assez bonne;Jamais;De temps en temps;Assez important;C’est votre façon principale d’y aller;Suivre  l'actualité d'un forum, d'un blog,…|Simplement par curiosité|Recevoir des adresses près de chez moi, des idées de sorties;7;De la bonne longueur;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Paris ou région parisienne;En couple avec enfant(s);25-34;Cadre, cadre supérieur,,
185;Initié(e);Documents de référence (dictionnaire, archive…)|Site marchand (e-commerce)|Presse, Actualité;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;La mise en forme ne s’affiche pas correctement|Les images sont bloquées;Oui, sûrement;Femme;Paris ou région parisienne;En couple avec enfant(s);35-44;Employé,,,,,,
191;Confirmé(e);Documents de référence (dictionnaire, archive…)|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;10;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) sans enfant;55-64;Employé,,,,
193;Confirmé(e);Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Une fois par jour;Plusieurs par jour;Très bonne;Jamais;Rarement;Ne sait pas;Moins souvent;Recevoir des actualités|Etre informé sur les produits/marques|Simplement par curiosité;5;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);25-34;Ouvrier,,,,,,,
194;Initié(e);Documents de référence (dictionnaire, archive…)|Santé, médicale;Non, c’est une adresse secondaire;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Systématiquement;Très important;Aussi souvent;Recevoir des actualités|Etre informé sur les produits/marques;8;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);35-44;Sans activité professionnelle,,,,,,
195;Initié(e);Informatique|Jeux, Loisirs|Presse, Actualité|Réseaux sociaux|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Moins souvent;De temps en temps;Peu important;Moins souvent;Simplement par curiosité;5;De la bonne longueur;Beaucoup moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, sans doute pas;Femme;Province;En couple sans enfant;18-24;Etudiant,,,,,
196;Initié(e);Jeux, Loisirs|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Environ tous les deux ou trois mois;Rarement;Peu important;Moins souvent;Simplement par curiosité;6;Un peu trop longue;Un peu moins fréquemment;Le manque de temps;Oui, sans doute;Femme;Province;Seul(e) avec enfant(s);25-34;Employé,,,,,,,
198;Confirmé(e);Site marchand (e-commerce)|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Au moins une fois par mois;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles;7;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;En couple sans enfant;25-34;Employé,,,,,,,
199;Confirmé(e);Documents de référence (dictionnaire, archive…)|Santé, médicale|Sciences;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Environ 1 par jour;Assez bonne;Moins souvent;Systématiquement;Très important;Aussi souvent;Suivre  l'actualité d'un forum, d'un blog,…|Avoir accès aux conseils d’un expert;9;Un peu trop longue;A la même fréquence;Le manque de temps;Oui, sans doute;Femme;Province;Seul(e) sans enfant;55-64;Retraité,,,,
200;Confirmé(e);Documents de référence (dictionnaire, archive…)|Presse, Actualité|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Régulièrement;Ne sait pas;C’est votre façon principale d’y aller;Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques|Avoir accès aux conseils d’un expert;9;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Chez vos parents;25-34;Etudiant,,,,,,
201;Confirmé(e);Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Je ne connais pas;Jamais;Jamais;Pas important du tout;Moins souvent;Simplement par curiosité;1;Beaucoup trop longue;Beaucoup moins fréquemment;Je n’ai pas rencontré de problème particulier;Non, certainement pas;Femme;Province;Seul(e) sans enfant;25-34;Sans activité professionnelle,,,,,,,
203;Initié(e);Site marchand (e-commerce)|Jeux, Loisirs|Presse, Actualité|Sport;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Moins souvent;Régulièrement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Etre informé sur les produits/marques;6;Un peu trop longue;A la même fréquence;Les liens sont trop lents|Certains liens ne fonctionnent pas|Les images sont bloquées;Oui, sûrement;Femme;Province;Seul(e) avec enfant(s);>65;Retraité,,,,,,
204;Expert(e);Site marchand (e-commerce)|Jeux, Loisirs|Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Environ une fois par semaine;Systématiquement;Assez important;Aussi souvent;Recevoir des actualités|Bénéficier d'offres promotionnelles|Suivre  l'actualité d'un forum, d'un blog,…;9;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Province;En couple avec enfant(s);25-34;Sans activité professionnelle,,,,
206;Confirmé(e);Réseaux sociaux|Santé, médicale;Oui, mais j’ai d’autres adresses email;Plusieurs fois par jour;Plusieurs par jour;Assez mauvaise;Jamais;Systématiquement;Pas important du tout;Moins souvent;Suivre  l'actualité d'un forum, d'un blog,…;2;Beaucoup trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Homme;Paris ou région parisienne;Seul(e) avec enfant(s);55-64;Profession libérale,,,,,
210;Expert(e);Santé, médicale|Réseaux sociaux;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Assez bonne;Jamais;Régulièrement;Peu important;Aussi souvent;Suivre  l'actualité d'un forum, d'un blog,…;8;Un peu trop longue;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Paris ou région parisienne;En couple avec enfant(s);18-24;Employé,,,,,
211;Confirmé(e);Réseaux sociaux|Santé, médicale;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Jamais;De temps en temps;Peu important;Aussi souvent;Etre informé sur les produits/marques|Simplement par curiosité|Recevoir des petites annonces;7;De la bonne longueur;A la même fréquence;Les liens sont trop lents;Oui, sûrement;Femme;Province;En couple sans enfant;25-34;Employé,,,,,,,
214;Confirmé(e);Site marchand (e-commerce)|Santé, médicale|Sciences;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par semaine mais moins de 1 par jours;Assez bonne;Jamais;De temps en temps;Ne sait pas;Moins souvent;Simplement par curiosité;6;De la bonne longueur;A la même fréquence;Je n’ai pas rencontré de problème particulier;Oui, sans doute;Femme;Province;Seul(e) sans enfant;45-54;Sans activité professionnelle,,,,,,,
217;Débutant(e);Site marchand (e-commerce)|Informatique|Jeux, Loisirs;Oui, c’est ma seule adresse email;Plusieurs fois par jour;Plusieurs par jour;Très bonne;Plus d’une fois par semaine;Systématiquement;Très important;Moins souvent;Etre informé sur les produits/marques|Recevoir des adresses près de chez moi, des idées de sorties|Recevoir des petites annonces;8;Beaucoup trop longue;Un peu moins fréquemment;Je n’ai pas rencontré de problème particulier;Oui, sûrement;Femme;Paris ou région parisienne;Seul(e) sans enfant;25-34;Sans activité professionnelle,,,,,,
